driver_id,trip_id,start_ts,end_ts,miles,night_miles,mean_speed,max_speed_over_limit,accel_events_per_100mi,brake_events_per_100mi,phone_use_ratio,rain_flag,incident_density,label
D 050,T001573,2025-08-09T19:03:54.871257,2025-08-09T19:50:54.871257,1.94,0.25,12.1,18.8,9.5,6.4,0.274,0,0.539,0
D 117,T001574,2025-08-21T10:33:54.871257,2025-08-21T11:15:54.871257,5.32,0.05,41.2,9.7,6.4,11.6,0.077,0,0.486,1
D 083,T001575,2025-08-30T03:48:54.871257,2025-08-30T04:12:54.871257,5.94,1.47,38.7,10.7,15.0,4.2,0.019,1,0.673,1
D 066,T001576,2025-07-21T06:03:54.871257,2025-07-21T06:30:54.871257,2.81,0.16,35.4,3.2,0.0,21.0,0.135,0,0.784,0
D 033,T001577,2025-09-09T22:20:54.871257,2025-09-09T22:57:54.871257,2.37,1.14,31.0,4.7,13.3,8.4,0.207,0,0.119,0
D 154,T001578,2025-09-09T15:06:54.871257,2025-09-09T15:31:54.871257,0.5,0.01,24.0,6.0,6.4,0.0,0.228,0,0.319,0
D 146,T001579,2025-07-31T11:17:54.871257,2025-07-31T11:54:54.871257,2.91,0.01,28.2,5.2,13.2,0.1,0.133,0,0.214,0
D 118,T001580,2025-08-19T05:18:54.871257,2025-08-19T05:59:54.871257,6.87,1.23,45.9,5.0,7.5,16.5,0.107,0,0.444,0
D 096,T001581,2025-07-19T15:25:54.871257,2025-07-19T15:52:54.871257,3.55,0.22,41.3,16.1,0.8,4.1,0.237,0,0.847,1
D 058,T001582,2025-08-09T00:28:54.871257,2025-08-09T01:13:54.871257,3.19,0.02,54.5,0.0,8.6,7.6,0.085,0,0.291,0
D 198,T001583,2025-08-20T08:42:54.871257,2025-08-20T09:14:54.871257,1.02,0.0,28.8,3.7,16.8,8.5,0.077,0,0.345,1
D 087,T001584,2025-08-04T04:17:54.871257,2025-08-04T04:35:54.871257,3.48,1.09,21.4,0.0,7.1,5.9,0.298,0,0.219,0
D 196,T001585,2025-08-15T16:21:54.871257,2025-08-15T17:00:54.871257,5.41,1.63,32.5,3.2,2.0,8.1,0.271,0,0.654,1
D 098,T001586,2025-09-12T16:48:54.871257,2025-09-12T16:55:54.871257,3.17,0.05,18.1,7.4,14.5,8.1,0.508,0,0.094,0
D 132,T001587,2025-07-18T20:42:54.871257,2025-07-18T21:12:54.871257,6.82,1.15,36.9,7.9,2.7,7.6,0.101,0,0.527,0
D 108,T001588,2025-08-18T09:27:54.871257,2025-08-18T10:05:54.871257,3.02,0.02,47.5,3.9,15.2,20.0,0.439,0,0.43,0
D 018,T001589,2025-08-20T14:22:54.871257,2025-08-20T15:00:54.871257,1.29,0.04,41.4,0.8,6.9,11.6,0.13,0,0.333,0
D 158,T001590,2025-08-23T01:40:54.871257,2025-08-23T02:08:54.871257,3.8,0.22,41.8,5.6,11.2,9.9,0.253,0,0.316,1
D 155,T001591,2025-07-20T17:28:54.871257,2025-07-20T17:52:54.871257,2.6,0.18,27.7,6.8,5.2,12.7,0.132,0,0.0,0
D 002,T001592,2025-09-11T22:10:54.871257,2025-09-11T22:32:54.871257,1.22,0.19,30.8,0.0,11.8,13.9,0.173,0,0.553,0
D 015,T001593,2025-08-31T16:14:54.871257,2025-08-31T16:42:54.871257,1.66,0.27,12.8,0.0,7.4,7.8,0.098,0,0.308,0
D 005,T001594,2025-09-03T21:55:54.871257,2025-09-03T22:37:54.871257,4.81,0.08,33.1,1.3,5.8,8.2,0.46,0,0.313,0
D 128,T001595,2025-08-11T22:44:54.871257,2025-08-11T23:18:54.871257,3.06,0.31,38.4,1.6,6.5,18.1,0.191,0,0.461,0
D 153,T001596,2025-08-27T01:43:54.871257,2025-08-27T02:19:54.871257,1.51,0.39,36.5,1.8,12.3,4.3,0.171,0,0.724,0
D 023,T001597,2025-07-23T21:05:54.871257,2025-07-23T21:48:54.871257,2.12,0.07,13.3,4.8,4.3,3.9,0.126,1,1.002,0
D 103,T001598,2025-07-19T03:04:54.871257,2025-07-19T03:38:54.871257,3.94,0.85,37.5,3.1,14.3,8.8,0.166,0,0.347,0
D 096,T001599,2025-08-22T04:16:54.871257,2025-08-22T04:52:54.871257,8.82,3.79,24.8,0.7,15.5,2.8,0.228,0,0.412,0
D 194,T001600,2025-08-17T18:01:54.871257,2025-08-17T18:34:54.871257,3.7,0.28,39.3,12.2,6.1,0.0,0.128,1,0.705,0
D 019,T001601,2025-08-16T23:07:54.871257,2025-08-16T23:33:54.871257,2.98,0.08,28.5,11.5,3.6,3.2,0.099,0,0.339,0
D 145,T001602,2025-08-24T21:03:54.871257,2025-08-24T21:22:54.871257,3.77,0.05,48.4,0.0,14.7,8.6,0.22,0,0.506,1
D 182,T001603,2025-08-31T08:34:54.871257,2025-08-31T08:49:54.871257,6.54,0.57,28.6,1.0,7.3,7.4,0.043,0,0.475,1
D 189,T001604,2025-08-07T06:04:54.871257,2025-08-07T06:32:54.871257,0.5,0.11,36.9,0.0,8.2,5.7,0.256,1,0.604,0
D 193,T001605,2025-08-05T13:23:54.871257,2025-08-05T13:57:54.871257,3.43,0.11,45.7,0.1,10.2,6.2,0.081,0,0.413,0
D 173,T001606,2025-08-13T02:01:54.871257,2025-08-13T02:26:54.871257,4.17,0.43,32.8,11.8,1.3,16.2,0.124,0,0.245,0
D 183,T001607,2025-07-18T22:56:54.871257,2025-07-18T23:13:54.871257,5.3,0.73,27.9,0.0,17.1,12.3,0.219,0,0.141,1
D 023,T001608,2025-08-25T03:41:54.871257,2025-08-25T04:03:54.871257,1.79,0.17,28.4,8.7,21.0,14.5,0.067,0,0.613,0
D 007,T001609,2025-08-19T16:57:54.871257,2025-08-19T17:31:54.871257,6.98,1.19,43.6,4.6,8.6,11.0,0.15,0,0.732,0
D 118,T001610,2025-09-10T02:59:54.871257,2025-09-10T03:32:54.871257,2.05,0.28,32.2,5.3,5.4,7.9,0.145,0,0.207,0
D 153,T001611,2025-08-21T22:37:54.871257,2025-08-21T22:52:54.871257,0.62,0.03,40.0,3.3,10.7,11.3,0.208,0,0.506,0
D 125,T001612,2025-08-17T09:21:54.871257,2025-08-17T09:50:54.871257,2.63,0.29,41.0,0.0,18.9,15.0,0.028,0,0.727,0
D 150,T001613,2025-09-04T19:23:54.871257,2025-09-04T19:55:54.871257,2.92,0.06,37.6,6.8,8.9,12.1,0.144,1,0.596,0
D 112,T001614,2025-08-18T02:44:54.871257,2025-08-18T03:28:54.871257,2.24,0.53,29.0,6.8,15.9,14.1,0.119,0,0.443,0
D 073,T001615,2025-07-20T23:32:54.871257,2025-07-20T23:58:54.871257,3.21,1.31,34.4,1.1,0.0,17.3,0.299,0,0.431,0
D 020,T001616,2025-07-21T05:10:54.871257,2025-07-21T05:38:54.871257,8.24,1.12,30.3,0.0,4.4,12.0,0.221,0,0.3,0
D 146,T001617,2025-07-22T22:52:54.871257,2025-07-22T22:57:54.871257,4.58,0.37,28.0,0.0,10.4,11.0,0.116,1,0.621,0
D 147,T001618,2025-07-25T02:54:54.871257,2025-07-25T03:29:54.871257,8.13,2.05,36.7,9.7,3.8,12.3,0.082,0,0.277,0
D 186,T001619,2025-08-29T19:48:54.871257,2025-08-29T20:09:54.871257,8.98,0.65,43.7,2.7,8.9,5.7,0.024,0,0.476,0
D 166,T001620,2025-08-03T18:27:54.871257,2025-08-03T18:32:54.871257,6.07,0.05,35.0,15.5,7.0,6.4,0.125,0,0.368,0
D 058,T001621,2025-08-11T21:50:54.871257,2025-08-11T22:05:54.871257,2.19,0.25,37.2,0.0,9.4,18.0,0.191,0,0.475,0
D 134,T001622,2025-09-08T21:17:54.871257,2025-09-08T21:46:54.871257,11.18,0.89,36.6,5.8,8.8,21.1,0.288,0,0.295,0
D 197,T001623,2025-07-16T20:40:54.871257,2025-07-16T21:14:54.871257,2.8,0.44,32.1,0.1,7.1,7.8,0.131,1,0.648,0
D 006,T001624,2025-08-25T03:09:54.871257,2025-08-25T03:25:54.871257,2.74,0.18,47.5,0.0,3.2,12.5,0.291,0,0.655,0
D 150,T001625,2025-08-13T01:02:54.871257,2025-08-13T01:50:54.871257,5.29,2.6,40.5,8.1,7.3,0.0,0.097,0,0.433,0
D 155,T001626,2025-08-14T07:47:54.871257,2025-08-14T08:26:54.871257,2.56,0.0,27.0,1.4,5.8,14.1,0.046,1,0.614,1
D 136,T001627,2025-07-20T15:32:54.871257,2025-07-20T15:53:54.871257,2.11,0.36,32.3,1.5,14.2,16.0,0.271,0,0.437,1
D 017,T001628,2025-08-15T21:03:54.871257,2025-08-15T21:30:54.871257,2.2,0.13,21.1,4.0,1.9,21.1,0.077,0,0.374,1
D 075,T001629,2025-07-22T13:52:54.871257,2025-07-22T13:58:54.871257,2.05,0.23,23.8,1.9,21.5,8.4,0.099,0,0.282,0
D 053,T001630,2025-07-23T15:54:54.871257,2025-07-23T16:00:54.871257,10.06,1.02,43.5,0.0,8.8,14.7,0.245,0,0.349,0
D 056,T001631,2025-07-28T23:43:54.871257,2025-07-28T23:59:54.871257,3.48,0.45,20.0,0.0,15.2,17.1,0.102,1,0.671,0
D 164,T001632,2025-08-08T22:33:54.871257,2025-08-08T23:00:54.871257,9.35,2.29,31.9,10.6,7.4,3.8,0.402,0,0.691,1
D 141,T001633,2025-09-11T23:18:54.871257,2025-09-11T23:49:54.871257,2.39,0.22,23.8,0.3,4.6,1.1,0.083,0,0.209,1
D 110,T001634,2025-07-31T04:46:54.871257,2025-07-31T05:12:54.871257,4.63,0.57,33.9,0.0,0.0,0.0,0.259,0,0.239,0
D 036,T001635,2025-08-28T02:53:54.871257,2025-08-28T03:37:54.871257,1.9,0.12,29.1,0.0,19.6,4.0,0.343,0,0.428,0
D 174,T001636,2025-08-09T00:00:54.871257,2025-08-09T00:27:54.871257,0.82,0.04,34.5,0.0,8.6,1.3,0.127,0,0.426,0
D 135,T001637,2025-08-14T09:00:54.871257,2025-08-14T09:32:54.871257,3.1,0.0,17.0,1.4,12.6,16.4,0.309,0,0.608,1
D 172,T001638,2025-08-25T09:24:54.871257,2025-08-25T09:47:54.871257,5.27,0.15,23.3,9.4,0.1,1.4,0.23,0,0.25,0
D 019,T001639,2025-08-22T04:15:54.871257,2025-08-22T04:38:54.871257,2.73,0.78,25.6,4.4,12.7,23.9,0.083,0,0.384,0
D 055,T001640,2025-08-15T14:38:54.871257,2025-08-15T15:31:54.871257,4.07,0.04,30.1,0.0,6.9,8.0,0.156,0,0.569,1
D 183,T001641,2025-08-03T11:23:54.871257,2025-08-03T11:40:54.871257,2.15,0.07,31.7,4.7,0.0,8.7,0.036,1,0.813,0
D 187,T001642,2025-09-02T21:21:54.871257,2025-09-02T21:33:54.871257,2.53,0.0,29.4,0.0,15.8,16.9,0.041,0,0.242,0
D 005,T001643,2025-08-09T23:32:54.871257,2025-08-09T23:53:54.871257,2.97,0.36,20.4,3.0,7.5,8.8,0.11,1,0.449,0
D 063,T001644,2025-07-26T16:14:54.871257,2025-07-26T16:46:54.871257,7.17,0.26,27.0,1.3,14.3,10.3,0.394,0,0.164,0
D 153,T001645,2025-08-01T09:21:54.871257,2025-08-01T10:00:54.871257,5.94,0.38,22.7,5.0,8.9,15.5,0.064,1,0.825,0
D 026,T001646,2025-09-12T21:16:54.871257,2025-09-12T21:43:54.871257,2.85,0.39,42.9,0.0,0.2,12.4,0.132,0,0.423,0
D 117,T001647,2025-08-28T23:14:54.871257,2025-08-29T00:15:54.871257,2.33,0.66,28.4,14.0,7.7,9.5,0.32,1,0.709,0
D 123,T001648,2025-08-21T19:18:54.871257,2025-08-21T19:53:54.871257,3.81,1.49,36.3,0.3,8.2,12.8,0.297,0,0.398,0
D 169,T001649,2025-09-05T12:21:54.871257,2025-09-05T12:50:54.871257,9.85,2.19,48.5,0.9,0.0,7.9,0.091,0,0.295,0
D 095,T001650,2025-08-29T15:19:54.871257,2025-08-29T15:39:54.871257,4.66,1.72,32.0,0.0,2.3,11.6,0.028,0,0.64,1
D 046,T001651,2025-08-25T13:04:54.871257,2025-08-25T13:30:54.871257,2.25,0.24,31.5,0.0,6.0,24.9,0.193,1,0.384,0
D 102,T001652,2025-08-26T04:07:54.871257,2025-08-26T04:26:54.871257,1.22,0.04,26.0,0.1,7.4,14.2,0.013,1,0.738,0
D 016,T001653,2025-07-27T22:48:54.871257,2025-07-27T23:17:54.871257,3.06,0.5,36.5,1.4,7.5,4.3,0.224,0,0.258,0
D 011,T001654,2025-08-09T09:21:54.871257,2025-08-09T09:47:54.871257,5.17,0.41,23.5,0.1,7.6,11.5,0.136,0,0.331,0
D 049,T001655,2025-09-03T08:20:54.871257,2025-09-03T08:54:54.871257,3.14,0.06,31.8,6.9,4.2,12.3,0.284,0,0.152,0
D 137,T001656,2025-09-02T00:59:54.871257,2025-09-02T01:31:54.871257,0.95,0.07,42.5,0.0,4.9,10.8,0.44,0,0.345,1
D 043,T001657,2025-08-12T04:20:54.871257,2025-08-12T04:43:54.871257,1.81,0.55,19.6,4.9,7.0,0.0,0.317,0,0.714,0
D 178,T001658,2025-08-21T19:40:54.871257,2025-08-21T20:13:54.871257,4.73,0.28,35.1,2.2,14.4,7.9,0.185,0,0.058,0
D 038,T001659,2025-09-12T17:31:54.871257,2025-09-12T17:39:54.871257,2.28,0.33,34.5,0.0,4.5,11.1,0.234,0,0.116,0
D 091,T001660,2025-09-04T18:13:54.871257,2025-09-04T18:43:54.871257,2.86,0.18,39.8,13.1,12.5,4.3,0.119,0,0.805,0
D 068,T001661,2025-07-20T05:31:54.871257,2025-07-20T05:48:54.871257,3.98,0.8,32.4,7.0,2.8,14.3,0.253,1,0.562,0
D 057,T001662,2025-08-26T03:46:54.871257,2025-08-26T03:57:54.871257,5.35,1.18,31.9,0.5,5.1,7.7,0.289,0,0.378,0
D 067,T001663,2025-08-08T09:59:54.871257,2025-08-08T10:19:54.871257,4.78,0.2,20.4,7.3,16.9,10.5,0.026,0,0.179,0
D 029,T001664,2025-07-19T02:16:54.871257,2025-07-19T02:46:54.871257,4.88,1.01,40.5,0.0,13.4,15.3,0.264,0,0.479,0
D 037,T001665,2025-07-17T18:41:54.871257,2025-07-17T19:05:54.871257,3.46,0.15,54.4,3.1,4.7,4.8,0.058,0,0.406,0
D 079,T001666,2025-08-19T21:09:54.871257,2025-08-19T21:16:54.871257,1.7,0.0,41.9,0.0,12.1,5.8,0.155,0,0.017,0
D 143,T001667,2025-07-18T04:34:54.871257,2025-07-18T04:51:54.871257,3.17,0.36,37.8,8.5,2.1,12.2,0.143,0,0.727,0
D 010,T001668,2025-08-04T15:15:54.871257,2025-08-04T15:29:54.871257,3.8,0.07,31.9,15.7,9.1,11.4,0.251,0,0.006,0
D 189,T001669,2025-08-26T13:20:54.871257,2025-08-26T13:36:54.871257,7.29,0.07,29.2,1.8,0.4,11.4,0.123,0,0.535,0
D 151,T001670,2025-07-26T22:48:54.871257,2025-07-26T23:08:54.871257,0.83,0.06,27.6,0.0,4.5,13.4,0.196,1,0.33,0
D 071,T001671,2025-07-21T20:42:54.871257,2025-07-21T21:01:54.871257,3.0,0.12,32.2,6.7,6.8,18.8,0.143,0,0.655,0
D 038,T001672,2025-08-08T00:26:54.871257,2025-08-08T00:37:54.871257,6.09,1.23,44.2,0.0,4.0,6.4,0.008,0,0.346,0
D 153,T001673,2025-09-01T14:34:54.871257,2025-09-01T14:49:54.871257,1.86,0.16,41.0,2.7,11.3,5.5,0.11,0,0.384,0
D 134,T001674,2025-07-29T06:37:54.871257,2025-07-29T07:03:54.871257,7.63,0.99,27.2,7.6,4.8,4.5,0.262,0,0.438,0
D 167,T001675,2025-08-04T06:49:54.871257,2025-08-04T07:24:54.871257,3.47,0.22,39.2,1.0,0.0,3.3,0.163,0,0.385,0
D 090,T001676,2025-08-22T03:39:54.871257,2025-08-22T04:13:54.871257,3.65,0.83,28.1,0.0,3.9,8.4,0.081,1,0.841,0
D 143,T001677,2025-07-23T19:05:54.871257,2025-07-23T19:39:54.871257,1.57,0.22,35.9,6.3,2.1,10.9,0.114,0,0.151,0
D 019,T001678,2025-08-12T02:03:54.871257,2025-08-12T02:38:54.871257,3.67,0.37,29.9,0.1,1.7,4.2,0.225,1,0.548,0
D 187,T001679,2025-08-27T23:07:54.871257,2025-08-27T23:34:54.871257,5.0,1.74,35.1,0.0,5.9,6.8,0.241,0,0.472,0
D 116,T001680,2025-08-31T10:32:54.871257,2025-08-31T11:11:54.871257,4.24,0.3,32.6,17.2,14.6,10.4,0.371,0,0.396,1
D 151,T001681,2025-08-31T20:37:54.871257,2025-08-31T21:01:54.871257,4.07,0.08,52.8,9.0,8.3,10.8,0.254,0,0.176,1
D 150,T001682,2025-09-13T15:07:54.871257,2025-09-13T15:47:54.871257,3.65,0.29,27.8,22.0,13.4,7.6,0.07,0,0.491,0
D 006,T001683,2025-07-19T10:21:54.871257,2025-07-19T10:46:54.871257,2.62,0.21,37.8,2.0,7.1,0.0,0.303,1,0.376,1
D 084,T001684,2025-07-28T14:11:54.871257,2025-07-28T14:27:54.871257,1.49,0.22,26.8,0.0,3.7,7.1,0.24,0,0.151,0
D 165,T001685,2025-08-20T13:37:54.871257,2025-08-20T14:03:54.871257,2.13,0.3,39.9,11.1,8.4,0.0,0.082,0,0.526,1
D 061,T001686,2025-07-22T03:46:54.871257,2025-07-22T04:18:54.871257,5.32,1.28,31.8,18.5,5.6,22.9,0.025,1,1.038,0
D 177,T001687,2025-08-24T09:09:54.871257,2025-08-24T09:24:54.871257,2.88,0.06,23.4,2.3,12.2,8.3,0.304,0,0.287,0
D 005,T001688,2025-08-31T15:11:54.871257,2025-08-31T15:41:54.871257,2.59,0.02,32.2,8.8,6.3,16.0,0.099,0,0.179,0
D 099,T001689,2025-07-30T16:14:54.871257,2025-07-30T16:35:54.871257,4.28,0.55,25.0,0.0,4.7,22.8,0.118,0,0.571,1
D 122,T001690,2025-08-17T07:00:54.871257,2025-08-17T07:32:54.871257,2.58,0.48,35.4,0.0,10.8,7.4,0.172,0,0.072,0
D 032,T001691,2025-09-07T18:00:54.871257,2025-09-07T18:07:54.871257,3.06,0.32,33.8,3.9,6.5,10.6,0.203,0,0.615,0
D 046,T001692,2025-08-06T17:03:54.871257,2025-08-06T17:30:54.871257,3.54,0.41,26.8,6.9,5.0,0.0,0.175,0,0.697,0
D 150,T001693,2025-08-08T06:13:54.871257,2025-08-08T07:02:54.871257,2.85,0.25,35.9,3.1,11.5,3.4,0.115,0,0.419,0
D 105,T001694,2025-07-21T14:46:54.871257,2025-07-21T15:08:54.871257,1.46,0.13,45.9,0.0,11.6,15.4,0.256,0,0.281,0
D 195,T001695,2025-09-06T08:54:54.871257,2025-09-06T09:10:54.871257,1.9,0.02,50.4,0.0,0.9,9.9,0.015,0,0.204,0
D 115,T001696,2025-09-01T18:16:54.871257,2025-09-01T18:36:54.871257,3.8,1.03,15.3,11.6,14.5,5.8,0.08,0,0.257,0
D 020,T001697,2025-09-11T10:16:54.871257,2025-09-11T10:44:54.871257,2.16,0.08,18.2,4.3,8.9,7.8,0.128,1,0.472,0
D 065,T001698,2025-08-13T01:01:54.871257,2025-08-13T01:16:54.871257,1.78,0.51,20.6,0.7,15.5,10.4,0.057,0,0.316,0
D 155,T001699,2025-08-23T09:46:54.871257,2025-08-23T10:05:54.871257,5.09,0.31,35.1,7.5,2.2,0.0,0.218,1,0.383,0
D 035,T001700,2025-07-19T01:02:54.871257,2025-07-19T01:27:54.871257,2.93,0.05,41.6,0.0,0.0,8.2,0.159,0,0.401,0
D 068,T001701,2025-08-03T01:50:54.871257,2025-08-03T02:06:54.871257,1.69,0.28,31.0,14.0,3.4,12.0,0.239,0,0.738,0
D 154,T001702,2025-08-12T22:22:54.871257,2025-08-12T22:38:54.871257,2.35,0.84,38.8,4.1,13.6,2.0,0.303,0,0.56,0
D 068,T001703,2025-08-02T23:25:54.871257,2025-08-02T23:56:54.871257,2.7,1.02,33.1,3.9,14.6,19.0,0.104,0,0.165,0
D 057,T001704,2025-08-19T02:35:54.871257,2025-08-19T03:07:54.871257,5.91,0.71,27.2,4.5,6.4,5.8,0.156,0,0.323,0
D 103,T001705,2025-08-16T17:05:54.871257,2025-08-16T17:33:54.871257,2.1,0.06,39.8,0.0,7.7,10.7,0.138,0,0.6,0
D 129,T001706,2025-07-27T23:31:54.871257,2025-07-27T23:37:54.871257,4.29,0.66,40.2,2.7,14.5,6.0,0.327,1,0.689,1
D 087,T001707,2025-07-25T18:49:54.871257,2025-07-25T19:21:54.871257,3.96,0.01,35.8,3.0,12.6,0.0,0.24,0,0.14,1
D 181,T001708,2025-08-29T04:30:54.871257,2025-08-29T04:39:54.871257,3.97,0.17,34.6,0.0,11.8,9.3,0.082,1,0.499,0
D 176,T001709,2025-09-13T16:57:54.871257,2025-09-13T17:33:54.871257,5.1,1.58,32.0,7.2,10.3,14.2,0.047,0,0.342,0
D 033,T001710,2025-08-05T14:56:54.871257,2025-08-05T15:29:54.871257,5.1,0.18,34.2,0.5,2.9,12.6,0.201,0,0.08,0
D 104,T001711,2025-09-08T10:42:54.871257,2025-09-08T11:18:54.871257,1.47,0.01,38.3,0.0,10.7,20.8,0.128,0,0.485,0
D 193,T001712,2025-09-12T20:43:54.871257,2025-09-12T21:19:54.871257,5.07,0.46,34.4,9.9,2.9,12.3,0.028,0,0.324,0
D 042,T001713,2025-09-09T21:44:54.871257,2025-09-09T22:19:54.871257,4.62,0.08,42.3,1.5,11.9,18.2,0.271,0,0.174,1
D 051,T001714,2025-07-18T18:12:54.871257,2025-07-18T18:37:54.871257,6.79,0.67,26.6,5.1,5.0,0.0,0.063,0,0.543,0
D 140,T001715,2025-08-12T03:35:54.871257,2025-08-12T04:00:54.871257,9.46,3.59,41.9,8.7,8.0,11.9,0.183,0,0.325,0
D 190,T001716,2025-09-09T13:59:54.871257,2025-09-09T14:34:54.871257,1.75,0.15,23.3,0.0,3.6,19.6,0.044,1,0.501,0
D 198,T001717,2025-07-20T03:41:54.871257,2025-07-20T04:02:54.871257,2.99,0.99,20.1,5.8,4.8,11.4,0.21,0,0.572,1
D 136,T001718,2025-08-07T12:00:54.871257,2025-08-07T12:22:54.871257,1.34,0.02,31.2,5.0,11.3,12.3,0.034,1,0.769,1
D 137,T001719,2025-08-10T05:13:54.871257,2025-08-10T05:40:54.871257,4.14,0.54,28.4,5.0,10.2,9.5,0.064,0,0.411,0
D 152,T001720,2025-07-29T12:11:54.871257,2025-07-29T12:47:54.871257,2.23,0.02,58.9,0.0,2.8,14.7,0.228,0,0.594,0
D 016,T001721,2025-07-26T18:11:54.871257,2025-07-26T18:16:54.871257,2.32,0.01,37.8,0.0,10.5,7.3,0.258,0,0.523,0
D 130,T001722,2025-08-22T17:14:54.871257,2025-08-22T17:19:54.871257,5.14,0.42,32.9,2.9,2.5,17.2,0.019,0,0.438,0
D 158,T001723,2025-08-31T17:14:54.871257,2025-08-31T17:53:54.871257,2.31,0.11,24.3,9.8,0.3,9.3,0.373,0,0.367,0
D 031,T001724,2025-07-20T14:18:54.871257,2025-07-20T14:44:54.871257,2.83,0.19,26.1,0.0,11.2,8.7,0.042,0,0.39,1
D 005,T001725,2025-08-07T07:26:54.871257,2025-08-07T07:55:54.871257,4.01,0.45,33.3,0.0,0.3,5.9,0.303,0,0.322,0
D 168,T001726,2025-08-14T20:42:54.871257,2025-08-14T21:10:54.871257,7.24,0.12,30.0,1.6,5.5,11.5,0.181,0,0.316,1
D 004,T001727,2025-09-09T14:22:54.871257,2025-09-09T14:44:54.871257,5.3,0.23,36.2,0.0,8.8,12.2,0.076,0,0.505,0
D 094,T001728,2025-09-01T09:16:54.871257,2025-09-01T09:39:54.871257,4.95,0.14,32.6,11.7,11.5,14.3,0.146,0,0.504,0
D 194,T001729,2025-08-28T20:45:54.871257,2025-08-28T21:30:54.871257,6.29,0.09,34.1,7.9,13.3,4.1,0.105,0,0.246,0
D 006,T001730,2025-07-20T05:05:54.871257,2025-07-20T05:51:54.871257,2.81,0.05,24.6,0.0,5.3,13.6,0.152,0,0.466,1
D 112,T001731,2025-08-26T07:35:54.871257,2025-08-26T08:10:54.871257,2.1,0.02,34.3,0.0,5.6,0.0,0.25,1,0.699,1
D 039,T001732,2025-07-25T23:37:54.871257,2025-07-26T00:08:54.871257,3.71,2.37,31.5,14.3,12.5,4.3,0.096,0,0.371,0
D 074,T001733,2025-08-02T14:25:54.871257,2025-08-02T15:05:54.871257,5.21,0.03,27.9,1.3,3.9,8.8,0.044,0,0.374,0
D 114,T001734,2025-08-23T02:03:54.871257,2025-08-23T02:34:54.871257,1.53,0.2,26.0,7.8,10.9,2.7,0.275,0,0.843,0
D 185,T001735,2025-07-27T18:05:54.871257,2025-07-27T18:37:54.871257,2.84,0.33,32.1,4.7,10.3,18.4,0.087,0,0.54,1
D 108,T001736,2025-08-01T23:06:54.871257,2025-08-01T23:11:54.871257,3.96,1.63,40.8,8.7,15.3,14.0,0.218,0,0.309,0
D 013,T001737,2025-08-04T04:05:54.871257,2025-08-04T04:57:54.871257,4.68,0.69,32.7,3.1,8.5,0.8,0.076,0,0.543,0
D 000,T001738,2025-08-12T11:37:54.871257,2025-08-12T12:12:54.871257,2.37,0.14,35.2,9.1,12.9,13.6,0.044,0,0.457,0
D 030,T001739,2025-08-04T01:42:54.871257,2025-08-04T02:07:54.871257,0.77,0.26,27.7,14.5,10.8,11.3,0.186,0,0.307,0
D 038,T001740,2025-08-30T23:42:54.871257,2025-08-31T00:11:54.871257,7.37,2.55,33.9,0.0,1.8,24.8,0.192,0,0.227,0
D 135,T001741,2025-09-02T18:26:54.871257,2025-09-02T19:19:54.871257,1.09,0.09,36.7,17.9,14.0,14.5,0.239,0,0.652,0
D 095,T001742,2025-08-10T03:57:54.871257,2025-08-10T04:23:54.871257,7.83,1.89,7.5,0.7,6.8,3.4,0.07,0,0.156,0
D 078,T001743,2025-08-24T09:33:54.871257,2025-08-24T10:23:54.871257,3.31,0.11,30.7,0.0,5.1,5.0,0.094,0,0.662,0
D 000,T001744,2025-08-23T20:09:54.871257,2025-08-23T20:17:54.871257,6.14,0.4,25.6,1.1,0.0,21.8,0.079,0,0.528,0
D 063,T001745,2025-07-26T06:57:54.871257,2025-07-26T07:09:54.871257,5.14,0.13,25.4,2.9,1.0,0.0,0.076,0,0.372,0
D 091,T001746,2025-07-28T19:33:54.871257,2025-07-28T19:48:54.871257,3.89,0.2,47.1,0.0,8.8,2.1,0.241,0,0.666,0
D 149,T001747,2025-09-05T13:13:54.871257,2025-09-05T14:08:54.871257,2.24,0.36,25.5,1.2,6.9,12.3,0.086,0,0.446,0
D 020,T001748,2025-07-26T20:12:54.871257,2025-07-26T20:22:54.871257,4.4,0.27,28.0,0.0,9.8,11.2,0.037,0,0.44,1
D 170,T001749,2025-08-29T05:45:54.871257,2025-08-29T06:20:54.871257,2.63,0.02,33.8,5.1,7.5,7.0,0.096,0,0.192,0
D 056,T001750,2025-09-04T13:14:54.871257,2025-09-04T13:56:54.871257,2.98,0.22,32.7,1.2,8.3,8.6,0.098,0,0.665,0
D 044,T001751,2025-08-07T17:12:54.871257,2025-08-07T17:51:54.871257,8.79,0.1,51.2,3.1,5.1,13.0,0.125,0,0.071,0
D 086,T001752,2025-08-10T19:03:54.871257,2025-08-10T19:41:54.871257,0.77,0.03,27.9,1.2,11.3,7.5,0.083,0,0.277,1
D 173,T001753,2025-09-12T20:50:54.871257,2025-09-12T21:40:54.871257,4.28,0.08,39.9,14.2,0.1,14.1,0.175,0,0.846,0
D 179,T001754,2025-07-30T11:56:54.871257,2025-07-30T12:21:54.871257,2.92,0.03,15.2,0.0,14.8,4.6,0.115,0,0.334,1
D 153,T001755,2025-08-30T20:52:54.871257,2025-08-30T21:23:54.871257,4.48,0.98,36.2,5.1,0.1,2.1,0.059,0,0.713,0
